format	1
NumStability.Ch11Closure.Aasen118Reduced.higham11_8_aasen_normwise_backward_error_of_reduced	NumStability.Algorithms.Cholesky.Aasen118ReducedCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.ReducedResidual	theorem	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_checkerboard_principalBlock_endpoint_source_norm_relative_growth_cap_of_offdiag_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_checkerboard_principalBlock_endpoint_source_norm_relative_growth_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_checkerboard_principalBlock_endpoint_source_norm_relative_growth_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_of_T_hat_norm_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_of_T_hat_norm_cap_of_offdiag_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_of_T_hat_norm_cap_of_offdiag_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_of_T_hat_norm_cap_of_offdiag_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_of_T_hat_norm_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_of_T_hat_norm_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_relative_growth_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_relative_growth_cap_of_offdiag_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_relative_growth_cap_of_offdiag_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_relative_growth_cap_of_offdiag_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_relative_growth_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_product_majorants_gamma_parts_gamma_validity_source_norm_relative_growth_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_componentwise_BT_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_printed_gamma_validity	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_printed_gamma_validity_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_printed_gamma_validity_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_colDiagDom_middle_coeff_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_componentwise_BT_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_printed_gamma_validity	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_printed_gamma_validity_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_printed_gamma_validity_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_printed_gamma_validity_source_norm_of_T_hat_maxEntry_cap_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_relative_rowDiagDom_middle_coeff_source_norm_of_T_hat_maxEntry_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_split_entry_budgets_printed_gamma_validity	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_split_entry_budgets_printed_gamma_validity_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_split_entry_budgets_printed_gamma_validity_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_checkerboard_endpoint	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_checkerboard_endpoint_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_checkerboard_endpoint_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_checkerboard_endpoint_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_direct_middle_endpoint	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_direct_middle_endpoint_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_direct_middle_endpoint_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_direct_middle_endpoint_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_checkerboard_endpoint	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_checkerboard_endpoint_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_checkerboard_endpoint_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_checkerboard_endpoint_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_direct_middle_endpoint	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_direct_middle_endpoint_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_direct_middle_endpoint_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_id_source_prefix_zero_relative_scaled_unit_direct_middle_endpoint_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_H_subdiagonal_eq_T_of_H_eq	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_aasenH_band	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_aasenH_exact_recurrences	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_aasenH_exact_recurrences_of_T_subdiagonal_ne_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_aasenH_product_eq	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_aasenH_subdiagonal_eq_T	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_exact_recurrences_of_H_eq	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_exact_recurrences_of_H_eq_T_subdiagonal_ne_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint_of_inverse_entry_bound_of_H_eq_T_subdiagonal_ne_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint_of_inverse_entry_bound_of_H_eq_T_subdiagonal_ne_zero_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint_of_inverse_entry_bound_of_H_eq_T_subdiagonal_ne_zero_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_checkerboard_endpoint_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint_of_inverse_entry_bound_of_H_eq_T_subdiagonal_ne_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint_of_inverse_entry_bound_of_H_eq_T_subdiagonal_ne_zero_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint_of_inverse_entry_bound_of_H_eq_T_subdiagonal_ne_zero_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_direct_middle_endpoint_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_entry_bound_inv_one_plus	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_entry_bound_inv_one_plus_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_entry_bound_inv_one_plus_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_entry_bound_scaled_unit	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_entry_bound_scaled_unit_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_entry_bound_scaled_unit_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_inverse_entry_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_inverse_entry_bound_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_of_inverse_entry_bound_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_T_hat_norm_cap_of_entry_bound_inv_one_plus	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_T_hat_norm_cap_of_entry_bound_inv_one_plus_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_T_hat_norm_cap_of_entry_bound_inv_one_plus_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_T_hat_norm_cap_of_entry_bound_scaled_unit	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_T_hat_norm_cap_of_entry_bound_scaled_unit_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_T_hat_norm_cap_of_entry_bound_scaled_unit_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_aasenGrowthBound_of_entry_bound_inv_one_plus	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_aasenGrowthBound_of_entry_bound_inv_one_plus_of_u_le_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_8_AasenSpec_identity_source_prefix_T_hat_eq_T_product_majorants_checkerboard_principalBlock_coeff_gamma_validity_source_norm_of_aasenGrowthBound_of_entry_bound_inv_one_plus_of_unit_roundoff_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
