module	path	wave_id	lane_id	inventory_source	frozen_proposed_tier	frozen_proposed_family	review_status
NumStability.Analysis.RealInvariantSubspace	NumStability/Analysis/RealInvariantSubspace.lean	W05	local-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RealQuasiSchur	NumStability/Analysis/RealQuasiSchur.lean	W05	local-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RealSchurTriangulation	NumStability/Analysis/RealSchurTriangulation.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RelativePrecision	NumStability/Analysis/RelativePrecision.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.RelativePrecision.RelativePrecision	frozen_proposal_requires_refresh
NumStability.Analysis.ResolventFunctionalCalculus	NumStability/Analysis/ResolventFunctionalCalculus.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RoundingProductBounds	NumStability/Analysis/RoundingProductBounds.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.RoundingProductBounds.RoundingProductBounds	semantic_review_required
NumStability.Analysis.SampleVariance	NumStability/Analysis/SampleVariance.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SampleVariance.SampleVariance	semantic_review_required
NumStability.Analysis.SchurTriangulation	NumStability/Analysis/SchurTriangulation.lean	W05	local-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability/Analysis/SemiconvergentBlockFormExists.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentBlockFormExists.SemiconvergentBlockFormExists	frozen_proposal_requires_refresh
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability/Analysis/SemiconvergentExistenceComplete.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentExistenceComplete.SemiconvergentExistenceComplete	frozen_proposal_requires_refresh
NumStability.Analysis.SemiconvergentExistenceFull	NumStability/Analysis/SemiconvergentExistenceFull.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentExistenceFull.SemiconvergentExistenceFull	frozen_proposal_requires_refresh
NumStability.Analysis.SemiconvergentExistenceGaps	NumStability/Analysis/SemiconvergentExistenceGaps.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentExistenceGaps.SemiconvergentExistenceGaps	frozen_proposal_requires_refresh
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability/Analysis/SemiconvergentLimitGeneral.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentLimitGeneral.SemiconvergentLimitGeneral	frozen_proposal_requires_refresh
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability/Analysis/SemiconvergentRealSpectrumComplete.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentRealSpectrumComplete.SemiconvergentRealSpectrumComplete	frozen_proposal_requires_refresh
NumStability.Analysis.SemiconvergentSpectral	NumStability/Analysis/SemiconvergentSpectral.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.SemiconvergentSpectral.SemiconvergentSpectral	frozen_proposal_requires_refresh
NumStability.Analysis.SpijkerProjectionIntegral	NumStability/Analysis/SpijkerProjectionIntegral.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Stability	NumStability/Analysis/Stability.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Stability.Stability	frozen_proposal_requires_refresh
NumStability.Analysis.StatisticalRounding	NumStability/Analysis/StatisticalRounding.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.StatisticalRounding.StatisticalRounding	frozen_proposal_requires_refresh
NumStability.Analysis.SylvesterSchurExistence	NumStability/Analysis/SylvesterSchurExistence.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Analysis.TieRules	NumStability/Analysis/TieRules.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.TieRules.TieRules	frozen_proposal_requires_refresh
NumStability.Analysis.TrigCancellation	NumStability/Analysis/TrigCancellation.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.TrigCancellation.TrigCancellation	semantic_review_required
